braid,0,609683,"braided-hair,braids,hair-braid"
flower,0,601983,flowers
short-sleeves,0,601590,/ssleeves
hair-ribbon,0,589990,"hair-ribbons,/hribbon,ribbon-hair-ornament,ribbon-in-hair,ribbons-in-hair"
sidelocks,0,588370,"forelocks,payot"
ponytail,0,583644,"long-ponytail,pony-tail"
weapon,0,578020,weapons
ass,0,576873,"butt,butt-cheeks,buttocks,oshiri,rearend"
heart,0,559409,"<3,hearts"
translated,5,549606,"translatied,translation"
thighs,0,545149,thigh
cowboy-shot,0,536672,
earrings,0,534926,"aqua-earrings,black-earrings,blue-earrings,brown-earrings,ear-ring,earring,ear-rings,green-earrings,grey-earrings,pink-earrings,purple-earrings,red-earrings,white-earrings,yellow-earrings"
:d,0,533915,
hetero,0,529195,
comic,0,526968,"comics,manga"
outdoors,0,521956,"outdoor,outside"
hair-bow,0,517670,"hairbow,hair-bows"
pantyhose,0,511912,"panty-hose,tights"
translation-request,5,509413,"/tr,translate-request,translationrequest,translation-requested"
sweat,0,504732,sweating
red-hair,0,501944,"/redh,redhair,red-head,redhead"
kantai-collection,3,493349,"kancolle,kankore"
bikini,0,490343,
greyscale,0,488549,"black-and-white,b&w,grayscale"
pleated-skirt,0,485454,
nude,0,480308,naked
small-breasts,0,478729,
frills,0,477387,"frill,frilled,frilly,ruffles"
parted-lips,0,475378,
open-clothes,0,473682,open-clothing
teeth,0,469158,bared-teeth
hairband,0,459584,hair-band
multiple-boys,0,446360,/nboys
horns,0,444846,
censored,0,443389,"censor,censoring"
boots,0,442139,"boot,naked-boots"
lying,0,432978,"laying,laying-down,lying-down"
food,0,426927,
necktie,0,426239,"neck-tie,tie"
shorts,0,425232,short-pants
english-commentary,5,424994,
collared-shirt,0,424522,collared-blouse
sky,0,422427,sky-background
wings,0,422302,wing
one-eye-closed,0,418373,wink
black-gloves,0,414852,black-glove
detached-sleeves,0,412442,"armsleeves,detached-sleeve,/dsleeves,naked-sleeves"
sleeveless,0,411491,no-sleeves
alternate-costume,0,409043,"/acos,alternate-outfit,alternate-outfit,alternative-costume"
green-hair,0,404370,"/greenh,greenhair"
shoes,0,403039,shoe
penis,0,396833,"cock,cocks,dick,dicks"
pants,0,396513,"long-pants,slacks,trousers"
choker,0,387581,
japanese-clothes,0,384912,"japanese-clothing,traditional-japanese-clothes,wafuku"
pointy-ears,0,373152,"elf-ears,elven-ears,long-ears,pointed-ears,pointy-ear,pointy-ears"
virtual-youtuber,0,372341,vtuber
socks,0,369153,"leghighs,naked-socks,sock"
tongue,0,364654,tongues
barefoot,0,360867,"bare-feet,barefeet,bare-foot"
medium-hair,0,359008,shoulder-length-hair
glasses,0,355400,"megane,meganekko,meganeko"
artist-name,0,353832,
pussy,0,352817,"manko,vagina,vulva"
solo-focus,0,347097,
indoors,0,345156,
puffy-sleeves,0,337096,"/psleeves,puffy-shoulders"
hand-up,0,335077,"hand-raised,one-hand-raised,raised-hand"
day,0,334670,
black-thighhighs,0,333531,
belt,0,330468,belts
hairclip,0,325325,"barrette,hair-clip,hair-clips,hairclips"
fate-(series),3,318309,
official-alternate-costume,0,312174,"alternate-costume-(official),official-alternate-outfit"
fang,0,311810,
serafuku,0,311096,"sailor-fuku,/se"
elbow-gloves,0,296910,"/eg,long-gloves,opera-gloves"
official-art,5,295576,
midriff,0,293651,
bowtie,0,290275,"bow-tie,neck-bow"
white-gloves,0,289477,white-glove
2boys,0,289165,2boy
hood,0,286082,
signature,0,285974,"artist-signature,autograph,signed"
black-skirt,0,284618,
cloud,0,284535,clouds
blunt-bangs,0,277668,
dark-skin,0,276179,"brown-skin,darkskin,dark-skin-female,dark-skinned-female"
looking-back,0,274707,"looking-over-shoulder,turning"
black-footwear,0,272620,"black-boots,black-shoes"
cat-ears,0,271492,"/cat,catears,nekomimi"
hair-flower,0,269826,"flower-hair-ornament,flower-in-hair,hairflower,hair-flowers,/hflower"
tongue-out,0,268039,
sword,0,266963,swords
pink-eyes,0,266447,
sailor-collar,0,264150,
stomach,0,259306,
sex,0,258286,"fuck,fucking"
pokemon,3,254565,"pocket-monsters,pokémon,pokemons"
grey-background,0,254241,"gray-background,/graybg,/greybg"
white-dress,0,253113,
twitter-username,0,252450,artist-twitter
miniskirt,0,252274,"mini-skirt,short-skirt"
fingerless-gloves,0,252186,fingerless-glove
looking-at-another,0,250647,
wide-sleeves,0,249217,/wsleeves
halo,0,249075,
holding-weapon,0,248944,
spread-legs,0,246987,"legs-spread,open-legs,spread-leg"
on-back,0,244678,"lying-on-back,supine"
mole,0,241840,beauty-mark
cum,0,240874,"cumshot,semen,sperm"
necklace,0,237014,
3girls,0,236908,3girl
armpits,0,235987,"armpit,showing-armpits"
hair-bun,0,235835,
hair-over-one-eye,0,235644,"eye-covering-bang,hair-over-eye,/hooe"
fate/grand-order,3,233608,fgo
streaked-hair,0,233206,highlights
off-shoulder,0,232880,"off-shoulder,off-shoulders"
chibi,0,232569,super-deformed
kimono,0,232164,
tears,0,231305,tear
nail-polish,0,231014,"colored-nails,nailpolish,nail-varnish,painted-nails"
speech-bubble,0,230788,"speech-balloon,text-bubble,word-bubble"
blue-archive,3,228876,
striped-clothes,0,228542,striped-clothing
star-(symbol),0,228476,
two-tone-hair,0,228021,"/tth,two-tone-hair,two-tone-hair"
orange-hair,0,227983,
open-jacket,0,227957,"open-blazer,open-track-jacket"
english-text,0,226197,english
from-behind,0,225680,viewed-from-behind
black-dress,0,224902,
grin,0,224050,grinning
idolmaster,3,224022,"idol-master,idolm@ster,the-idolmaster"
rabbit-ears,0,222448,"bunny-ear,bunny-ears,rabbit-ear"
black-eyes,0,220500,dark-eyes
bag,0,220154,bags
blurry,0,219782,blurred
black-jacket,0,219560,black-blazer
sweatdrop,0,218347,"sweat-drop,sweat-drops,sweatdrops"
water,0,218267,
from-side,0,214363,"side,side-view,viewed-from-side"
coat,0,213320,
genshin-impact,3,209388,genshin
yuri,0,209112,"girl-love,girl's-love,girls-love,lesbian,shoujo-ai"
hololive,3,207047,
cape,0,206992,
vest,0,206870,
white-thighhighs,0,206760,
clothes-lift,0,203652,
armor,0,203308,armour
scarf,0,203251,muffler
red-bow,0,201768,
huge-breasts,0,201133,"/hb,huge-boobs,huge-breast,huge-tits"
apron,0,200710,
arm-up,0,200567,"arm-raised,one-arm-up,raised-arm"
black-shirt,0,199228,black-blouse
leotard,0,198667,
bad-twitter-id,5,197688,
bra,0,196180,
character-name,0,195951,
feet,0,195254,foot
mosaic-censoring,0,194226,"mosaic-censor,pixel-censor,rough-censoring"
high-heels,0,192189,"heels,highheels"
sweater,0,190173,sweatshirt
vaginal,0,189969,"vaginal-penetration,vaginal-sex"
blue-sky,0,188679,
bracelet,0,187209,"bracelets,wristlet"
crop-top,0,186217,
animal-ear-fluff,0,186012,
black-pantyhose,0,184587,
parted-bangs,0,183632,
collar,0,183279,
white-panties,0,182647,
:o,0,182550,:0
arms-up,0,182419,"arms-above,arms-above-head,arms-raised,hands-above-head,raised-arms"
dated,0,179803,
completely-nude,0,175573,completely-naked
twin-braids,0,174873,"double-braid,twin-braid,twinbraid,twinbraids"
cup,0,174844,"cups,drinking-cup"
red-ribbon,0,174683,
grey-eyes,0,173598,"gray-eyes,silver-eyes"
hands-up,0,173062,hands-raised
dark-skinned-female,0,172240,dark-skinned-female
fingernails,0,171484,"fingernail,finger-nails"
aqua-eyes,0,171466,"cyan-eyes,teal-eyes,turquoise-eyes"
side-ponytail,0,171411,"side-tail,sidetail"
looking-to-the-side,0,171154,"looking-aside,looking-to-side"
puffy-short-sleeves,0,170606,short-puffy-sleeves
flat-chest,0,170180,"flatchest,flat-chested,pettanko,titty-buds,tsurupeta"
commission,5,170122,
blue-skirt,0,168905,
v-shaped-eyebrows,0,167919,
two-side-up,0,167231,two-sides-up
orange-eyes,0,164684,
neckerchief,0,164485,
tree,0,163000,trees
eyelashes,0,162513,eye-lashes
symbol-shaped-pupils,0,157987,symbol-shaped-pupils
covered-nipples,0,156692,"covered-erect-nipples,erect-nipple,erect-nipplees,erect-nipples,erect-nipples-under-clothes,errect-nipples,perky-nipples"
sleeves-past-wrists,0,156032,sleeves-past-wrist
multiple-views,0,154946,
vocaloid,3,153135,"/vo,vocaloid-2,vocaloid-3"
cat-tail,0,151912,cat-tails
fur-trim,0,151408,fur-lining
chinese-commentary,5,151038,
mole-under-eye,0,150863,
strapless,0,149772,
clothing-cutout,0,149264,
see-through-clothes,0,149146,"see-through,seethrough,sheer-clothes,sheer-clothing,transparent-clothing"
legs,0,148976,leg
hand-on-own-hip,0,148519,"hand-on-hip,hand-on-waist"
sketch,0,146997,"rough,rough-sketch,/sk"
wrist-cuffs,0,146900,"detached-cuffs,wrist-cuff,wristcuff,wristcuffs"
toes,0,146678,
feet-out-of-frame,0,145417,
wet,0,144955,"soaked,wet-body,wet-skin"
bar-censor,0,144952,"censor-bar,censor-bars"
sleeveless-shirt,0,144432,sleeveless-blouse
groin,0,144120,"adonis-belt,hip-lines,mound-of-venus"
sleeveless-dress,0,143668,
black-choker,0,143342,
upper-teeth-only,0,143198,upper-teeth
maid,0,142749,"maid-costume,maid-dress,maid-outfit,maids,maid-uniform"
loli,0,142546,"lolicon,rori"
sparkle,0,141933,"sparkles,sparkling"
fake-animal-ears,0,141171,
v,0,141082,"peace-sign,v-sign"
no-humans,0,140859,no-human
gun,0,139893,"firearm,guns"
pillow,0,139635,"black-pillow,blue-pillow,green-pillow,grey-pillow,orange-pillow,pillows,pink-pillow,purple-pillow,red-pillow,white-pillow,yellow-pillow"
torn-clothes,0,139409,"ripped-clothes,ripped-clothing,tornclothes,torn-clothing"
fox-ears,0,138941,"/fox,kitsunemimi"
maid-headdress,0,138935,"maid-cachusha,maid-headband"
pokemon-(creature),0,137849,
muscular,0,136978,"muscle,muscles,muscular-male"
head-tilt,0,136737,
short-shorts,0,136704,"booty-shorts,hot-pants,hotpants,minishorts"
lips,0,136518,
thigh-strap,0,136031,"legband,thigh-band,thighband,thigh-belt,thigh-straps"
gradient-background,0,135954,"/gbg,/gradientbg"
bare-arms,0,135659,
ascot,0,135518,"cravat,jabot"
sash,0,135149,
book,0,134889,books
one-piece-swimsuit,0,133769,"one-piece,one-piece-swimsuit"
neck-ribbon,0,132512,
pubic-hair,0,132298,"hairy-pussy,pubes,pubichair"
black-bow,0,132290,
zettai-ryouiki,0,132257,"absolute-territory,zettai-ryouki,/zr"
buttons,0,132099,button
black-pants,0,131898,
bare-legs,0,131535,
cosplay,0,131495,
arknights,3,131234,mingri-fangzhou
gradient-hair,0,130844,
black-panties,0,130373,
plaid-clothes,0,129899,plaid-clothing
tattoo,0,129682,"tatoo,tattoos"
uncensored,0,129251,"descensored,uncensoring"
covered-navel,0,128531,clothed-navel
window,0,128248,
hoodie,0,128035,
black-ribbon,0,127988,
border,0,127177,"bordered,windowbox,windowboxed"
petals,0,127045,"flower-petals,petal"
detached-collar,0,126924,
azur-lane,3,126375,bilan-hangxian
single-braid,0,125986,
colored-skin,0,125112,
blurry-background,0,124647,
profile,0,124495,in-profile
kneehighs,0,124326,"knee-highs,kneehigh-socks,knee-socks,kneesocks"
shiny-skin,0,123265,glistening-skin
double-bun,0,122592,"buns,double-buns,double-hair-bun,hair-buns,odango,twin-bun,twin-buns"
blood,0,122493,
floating-hair,0,122184,"hair-blowing,space-hair"
idolmaster-cinderella-girls,3,120594,cinderella-girls
facial-hair,0,120521,
makeup,0,120253,"make-up,make-up"
mask,0,120118,masks
dress-shirt,0,119661,
pov,0,117493,male-pov
dutch-angle,0,117065,
bodysuit,0,117021,body-suit
hug,0,116545,"embrace,hugging"
aqua-hair,0,116397,"cyan-hair,teal-hair,turquoise-hair"
swept-bangs,0,116243,
blue-dress,0,115836,dark-blue-dress
black-shorts,0,115719,
blue-background,0,115241,"/bluebg,light-blue-background"
shadow,0,114860,shadows
kneeling,0,114859,on-knees
bell,0,114814,bells
sideboob,0,114813,"side-boob,side-boobs,sideboobs"
horse-ears,0,114515,
open-shirt,0,114420,"open-blouse,openshirt,/os,shirt-open"
capelet,0,114276,"mantle,shoulder-cape"
expressionless,0,113592,"emotionless,neutral-expression,unexpressive"
copyright-name,0,113213,"copyright-abbreviation,copyright-title,title-drop,title-name"
turtleneck,0,112832,turtle-neck
leaning-forward,0,112605,
anus,0,112363,"ass-hole,asshole,butt-hole,butthole"
night,0,112363,
:3,0,112241,
umamusume,3,111711,uma-musume
saliva,0,111592,"drool,spit"
skindentation,0,111203,
black-bikini,0,110978,"black-bikini-bottom,black-bikini-top"
blue-bow,0,110975,
heterochromia,0,110475,odd-eye
horse-girl,0,110176,pony-girl
4girls,0,108366,4girl
low-twintails,0,108164,
hair-intakes,0,107826,hair-vents
artist-request,5,107711,"/art,tagme-(artist)"
highleg,0,107704,
white-jacket,0,107189,
red-skirt,0,106903,
pussy-juice,0,106179,"pussyjuice,pussy-juice-drip,vaginal-juices,wet-pussy"
^_^,0,105938,^^
white-socks,0,105912,white-kneehighs
symbol-only-commentary,5,105793,"emoji-commentary,symbol-commentary"
scar,0,105756,scars
on-bed,0,105528,
fruit,0,105412,fruits
watermark,0,105300,"copyright-notice,watermarked"
siblings,0,105062,
bed,0,104886,
alternate-hairstyle,0,104198,"/ahs,alternate-hair-style,alternative-hair-style,alternative-hairstyle"
brown-footwear,0,104121,"brown-boots,brown-shoes"
frown,0,103954,":(,:{,frowning"
hatsune-miku,4,103813,/hm
piercing,0,103638,"pierced,piercings"
bird,0,102659,birds
nose-blush,0,102370,
rose,0,102297,roses
holding-sword,0,102246,"holding-katana,holding-rapier"
one-side-up,0,101830,
depth-of-field,0,101652,"/dof,focus-blur"
fox-tail,0,101606,
military,0,101506,
md5-mismatch,5,101094,
no-bra,0,100761,
black-hat,0,100573,
soles,0,100496,sole
wavy-hair,0,100481,
chain,0,100464,chains
chinese-clothes,0,100282,
animal,0,100165,animals
playboy-bunny,0,100159,"bunnygirl,bunny-suit,bunnysuit,playboy-bunny-leotard"
glowing,0,99694,glow
fangs,0,99457,
cum-in-pussy,0,99358,"cum-inside,nakadashi"
halterneck,0,99183,"halter,halter-top,haltertop"
ocean,0,98891,sea
beret,0,98749,
4koma,0,98308,"4coma,yonkoma"
blush-stickers,0,98304,blush-sticker
thick-thighs,0,98241,"big-thighs,fat-thighs,thighthick,thunder-thighs"
holding-hands,0,98180,"hand-holding,handholding,holding-another's-hand"
underboob,0,97972,"under-boob,underbreast"
thick-eyebrows,0,97709,
witch-hat,0,97333,"witches-hat,witchhat"
white-footwear,0,97090,"white-boots,white-shoes"
headband,0,97023,head-band
headphones,0,95859,headphone
leaf,0,95679,leaves
from-above,0,95643,"aerial-view,viewed-from-above,view-from-above"
muscular-male,0,95627,
cameltoe,0,95554,camel-toe
phone,0,94710,telephone
military-uniform,0,94471,
embarrassed,0,94260,"embarassed,embarrased,embarrassing,embarrassment"
no-panties,0,94014,nopan
non-web-source,5,93948,
side-tie-bikini-bottom,0,93913,"side-tie-bikini,side-tie-bikini"
blue-shirt,0,93849,blue-blouse
bottomless,0,93688,bottom-less
facial-mark,0,93507,"facial-marking,facial-markings,facial-marks"
erection,0,93232,erect-penis
white-bikini,0,93218,"white-bikini-bottom,white-bikini-top"
lowres,5,93201,
bed-sheet,0,93001,"bedsheet,bed-sheets,bedsheets,sheet,sheets"
looking-down,0,92535,
arm-support,0,92232,
cum-on-body,0,92166,"cum-in-armpit,cum-on-arm,cum-on-armpit,cum-on-armpits,cum-on-arms,cum-on-back,cum-on-belly,cum-on-chest,cum-on-ear,cum-on-feet,cum-on-foot,cum-on-hand,cum-on-hands,cum-on-hips,cum-on-leg,cum-on-legs,cum-on-lower-body,cum-on-thigh,cum-on-thighs,cum-on-upper-body,semen-on-body,semen-on-lower-body,semen-on-upper-body"
abs,0,91757,six-pack
half-closed-eyes,0,91175,eyes-half-closed
sandals,0,90687,sandal
sunglasses,0,90655,shades
beach,0,90423,
no-shoes,0,90374,
plaid-skirt,0,90221,tartan-skirt
pectorals,0,90193,pecs
pink-background,0,90098,/pinkbg
bandages,0,89870,bandage
blue-jacket,0,89801,blue-blazer
back,0,89748,
black-socks,0,89691,black-kneehighs
hood-down,0,89280,
bob-cut,0,89124,"bobbed-hair,okappa"
chair,0,88837,chairs
holding-food,0,88729,
ass-visible-through-thighs,0,88453,"ass-fangs,butt-fangs,gluteal-fold"
happy,0,88266,
frilled-dress,0,88109,"frilly-dress,ruffled-dress"
red-dress,0,87684,
thigh-boots,0,87273,"thighboots,thighhigh-boots"
white-flower,0,87109,
umbrella,0,87075,
black-hairband,0,86959,
dark-skinned-male,0,86744,dark-skinned-male
short-dress,0,86666,"mini-dress,minidress"
fire-emblem,3,86577,"/fe,fireemblem"
drill-hair,0,86344,"doriru,drillhair"
on-side,0,86289,lying-on-side
female-pubic-hair,0,85390,pubic-hair-(female)
testicles,0,85237,balls
scan,5,85121,
floral-print,0,85009,"floral-pattern,flower-print"
heart-shaped-pupils,0,84846,heart-shaped-pupils
flying-sweatdrops,0,84834,flying-sweatdrop
traditional-media,5,84811,"handdrawn,/trad"
white-skirt,0,84686,
cat-girl,0,84621,catgirl
banned-artist,1,84531,
arms-behind-back,0,84361,"/abb,arms-behind,hands-behind-back"
love-live!,3,83810,
transparent-background,0,83751,"/tbg,/transparentbg,transparent-gif,transparent-png"
groping,0,83660,"fondle,fondling,grope"
squatting,0,83156,"crouch,crouched,crouching,squat"
honkai-(series),3,82796,
white-bow,0,82794,
6+girls,0,82728,"6+girl,6girl,6girls,7girls,8girls,9girls"
eating,0,82656,
light-brown-hair,0,82297,lightbrown-hair
stuffed-toy,0,82210,"plush,plush-toy,stuffed-doll"
garter-straps,0,81962,garter-strap
table,0,81824,
ring,0,81823,rings
crossed-arms,0,81809,"arms-crossed,arms-folded,folded-arms"
cleavage-cutout,0,81691,"boob-window,cleavage-window,heart-cleavage-cutout,tit-window"
wariza,0,81593,"w-legs,w-legs,w-sitting,w-sitting"
obi,0,81159,
headgear,0,80902,
from-below,0,80315,"low-angle,viewed-from-below,view-from-below"
copyright-request,5,80211,"/copy,series-request"
shirt-lift,0,80014,"lift-shirt,shirtlift,shirt-up,/shl,tank-top-lift,top-lift"
clothes-pull,0,79940,
animated,5,79863,animation
korean-commentary,5,79189,
white-border,0,79139,
standing-on-one-leg,0,79124,"on-one-foot,on-one-leg,standing-on-one-foot"
demon-horns,0,78958,devil-horns
sharp-teeth,0,78650,"pointed-teeth,pointy-teeth,spiked-teeth"
leg-up,0,78547,one-leg-raised
oral,0,78509,
mouth-hold,0,78314,
wolf-ears,0,78309,"coyote-ears,ookamimimi"
hakurei-reimu,4,78251,"/hr,reimu-hakurei"
portrait,0,77986,
cat,0,77625,"cats,neko"
wavy-mouth,0,77488,
final-fantasy,3,77254,"/ff,finalfantasy"
demon-girl,0,77124,"demongirl,demon-girls,succubus"
cardigan,0,76903,
bound,0,76736,
sunlight,0,76734,sunshine
black-background,0,76720,/blackbg
parody,0,76416,
scrunchie,0,76305,scrunchy
bright-pupils,0,76277,
thigh-gap,0,76271,
helmet,0,75807,
magical-girl,0,75629,"magical-girls,magic-girl,mahou-shoujo"
cellphone,0,75402,"cell-phone,keitai,mobile-phone"
own-hands-together,0,75357,hands-together
tank-top,0,75057,tanktop
high-ponytail,0,74849,
moon,0,74782,
trembling,0,74688,"shiver,shivering,tremble"
hair-tubes,0,74469,hair-tube
eyepatch,0,74234,eye-patch
crying,0,73804,cry
crossed-legs,0,73715,"crossed-legs-(lying),crossed-legs-(sitting),crossed-legs-(standing),legs-crossed"
grass,0,73557,
antenna-hair,0,73461,"antennae-hair,double-ahoge"
bara,0,73107,
backpack,0,72806,"back-pack,ranset,rucksack"
cloudy-sky,0,72676,
partial-commentary,5,72633,
eyes-visible-through-hair,0,72625,eye-through-hair
mob-cap,0,72427,"pillow-hat,pillowhat"
frilled-skirt,0,72320,"frilly-skirt,ruffled-skirt"
skirt-lift,0,72315,"lifted-skirt,lifting-skirt,lift-skirt,skirtlift,skirt-up,skirt-up,/skl"
feathers,0,72222,feather
blue-ribbon,0,72007,
frilled-sleeves,0,71798,ruffled-sleeves
topless,0,71744,"top-less,topless-(female)"
x-hair-ornament,0,71712,
suit,0,71604,three-piece-suit
fox-girl,0,71298,
3boys,0,71289,3boy
mahou-shoujo-madoka-magica,3,71139,"madoka-magica,/msmm,/pmmm,puella-magi-madoka-magica"
sleeping,0,71063,"asleep,sleep"
light-smile,0,70853,"faint-smile,slight-smile"
pink-bow,0,70755,
suspenders,0,70532,suspender
kirisame-marisa,4,70417,"/km,marisa-kirisame"
plant,0,70252,plants
red-necktie,0,70110,
red-flower,0,70011,
blazer,0,69770,
colored-inner-hair,0,69735,
black-nails,0,69728,black-fingernails
white-hat,0,69549,
bottle,0,69497,bottles
furry,0,69075,"anthro,kemono"
looking-up,0,68855,
ear-piercing,0,68753,"pierced-ear,pierced-ears"
denim,0,68700,
fire,0,68287,"flame,flames"
single-hair-bun,0,68265,"bun,hair-bun,hairbun"
couple,0,68157,romance
stuffed-animal,0,67881,"nuigurumi,plushie,plushies,plushy,stuffed-animals"
cross,0,67738,
elf,0,67635,"elf-ears,elven-ears"
motion-lines,0,67598,
cover,0,67261,front-cover
spiked-hair,0,67171,"spikey-hair,spiky-hair"
bug,0,67051,"bugs,insect,insects"
straddling,0,66713,straddle
yaoi,0,66700,"boy-love,boy's-love,boys-love,gay,shonen-ai,shounen-ai"
crown,0,66453,
red-shirt,0,66427,red-blouse
1other,0,66233,sole-other
pantyshot,0,66120,"panchira,panty-flash,panty-shot"
white-apron,0,66056,
?,0,65853,question-mark
grabbing-another's-breast,0,65733,"boob-grab,breast-grab,breasts-grab,grabbing-breasts"
outstretched-arms,0,65205,arms-outstretched
;d,0,65104,
fellatio,0,65099,"blow-job,blowjob,felatio,sucking-cock,sucking-dick,sucking-penis"
bdsm,0,65021,
clenched-teeth,0,64868,"gritted-teeth,gritting-teeth"
juliet-sleeves,0,64795,"puffy-shoulder-long-sleeves,puffy-shoulders-long-sleeves"
black-leotard,0,64615,
game-cg,5,64581,"cg-game,game-asset,gamecg"
underwear-only,0,64374,
lifting-own-clothes,0,64369,lifted-by-self
horse-tail,0,64308,
sex-from-behind,0,64305,"from-behind-position,penetration-from-behind,taken-from-behind"
slit-pupils,0,64203,"cat-eyes,snake-eyes"
t-shirt,0,64178,"t-shirt,tshirt"
girls-und-panzer,3,64061,
curtains,0,63942,"curtain,drapes"
knee-boots,0,63918,"kneeboots,kneehigh-boots"
red-bowtie,0,63792,
robot,0,63678,
holding-cup,0,63630,"holding-drinking-glass,holding-glass,holding-goblet,holding-mug,holding-sakazuki,holding-teacup"
hat-ribbon,0,63575,"hatband,hat-ribbons"
on-stomach,0,63499,"lying-on-stomach,on-belly,on-front,prone"
holding-gun,0,63264,
tiara,0,63184,
pointing,0,63172,
aged-down,0,63118,"de-aged,younger"
outstretched-arm,0,63105,arm-outstretched
tassel,0,62881,"tassels,tassle"
>_<,0,62788,><
skeb-commission,5,62673,
gem,0,62649,"gems,gemstone,gemstones,jewel,jewels,precious-stone,precious-stones"
shoulder-armor,0,62626,shoulder-armour
katana,0,62595,katanas
sisters,0,62506,
sneakers,0,62493,tennis-shoes
girl-on-top,0,62483,female-on-top
school-swimsuit,0,62483,"school-swimsuits,/ss,sukimizu,sukumizu"
crossover,0,62459,
knife,0,62352,knives
hololive-english,3,62253,
straight-hair,0,61925,
breasts-out,0,61826,"breasts-out-of-clothes,breasts-outside"
light-blush,0,61757,
red-footwear,0,61205,"red-boots,red-shoes"
girls'-frontline,3,61140,girls-frontline
grey-shirt,0,60834,"gray-shirt,grey-blouse"
head-wings,0,60776,headwings
animal-print,0,60716,animalprint
rabbit-tail,0,60676,bunny-tail
polka-dot,0,60649,"polka-dot,polka-dots"
blue-sailor-collar,0,60292,
wing-collar,0,59960,
bent-over,0,59907,"bending-over,bend-over,bent-over"
hand-on-own-chest,0,59864,"hand-on-chest,hand-to-chest,hand-to-own-chest"
facing-viewer,0,59828,
short-twintails,0,59598,pigtails
